setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mwRsY,323,100,0.2,1394,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,328,100,0.2,1390,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,333,100,0.2,1385,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,338,100,0.2,1381,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,343,100,0.2,1377,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,348,100,0.2,1373,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,353,100,0.2,1368,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,358,100,0.2,1364,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,363,100,0.2,1360,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
mwRsY,368,100,0.2,1356,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAteDk,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
