setid,"MolaLity of L-valine, mol/kg","Temperature, K","Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yjzjq,0.0697,308.15,0.02,100,996.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0702,288.15,0.04,100,1002.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0702,293.15,0.04,100,1001.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0702,298.15,0.04,100,1000.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0702,303.15,0.04,100,998.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0702,308.15,0.04,100,997,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0989,288.15,0.06,100,1004,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0989,293.15,0.06,100,1002.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0989,298.15,0.06,100,1001.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0989,303.15,0.06,100,1000.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0989,308.15,0.06,100,998.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0994,288.15,0.02,100,1002.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0994,293.15,0.02,100,1001.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0994,298.15,0.02,100,1000.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0994,303.15,0.02,100,999,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0994,308.15,0.02,100,997.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,288.15,0.005,100,1002.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,288.15,0.04,100,1003.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,293.15,0.005,100,1001.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,293.15,0.04,100,1002.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,298.15,0.005,100,1000,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,298.15,0.04,100,1001,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,303.15,0.005,100,998.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,303.15,0.04,100,999.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,308.15,0.005,100,997,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0996,308.15,0.04,100,997.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1497,288.15,0.04,100,1004.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1497,293.15,0.04,100,1003.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1497,298.15,0.04,100,1002.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1497,303.15,0.04,100,1001,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1497,308.15,0.04,100,999.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1507,288.15,0.06,100,1005.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1507,293.15,0.06,100,1004.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1507,298.15,0.06,100,1002.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1507,303.15,0.06,100,1001.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1507,308.15,0.06,100,999.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,288.15,0.005,100,1003.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,288.15,0.02,100,1004.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,293.15,0.005,100,1002.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,293.15,0.02,100,1003.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,298.15,0.005,100,1001.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,298.15,0.02,100,1001.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,303.15,0.005,100,1000.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,303.15,0.02,100,1000.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,308.15,0.005,100,998.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1514,308.15,0.02,100,998.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1969,288.15,0.04,100,1006,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1969,293.15,0.04,100,1004.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1969,298.15,0.04,100,1003.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1969,303.15,0.04,100,1002.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1969,308.15,0.04,100,1000.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1988,288.15,0.06,100,1006.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1988,293.15,0.06,100,1005.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1988,298.15,0.06,100,1004.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1988,303.15,0.06,100,1002.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1988,308.15,0.06,100,1001.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1997,288.15,0.005,100,1005,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1997,293.15,0.005,100,1004,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1997,298.15,0.005,100,1002.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1997,303.15,0.005,100,1001.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.1997,308.15,0.005,100,999.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.201,288.15,0.02,100,1005.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.201,293.15,0.02,100,1004.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.201,298.15,0.02,100,1003.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.201,303.15,0.02,100,1001.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.201,308.15,0.02,100,1000.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2395,288.15,0.04,100,1007.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2395,293.15,0.04,100,1006.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2395,298.15,0.04,100,1004.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2395,303.15,0.04,100,1003.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2395,308.15,0.04,100,1001.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2458,288.15,0.02,100,1006.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2458,293.15,0.02,100,1005.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2458,298.15,0.02,100,1004.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2458,303.15,0.02,100,1003.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2458,308.15,0.02,100,1001.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2465,288.15,0.06,100,1008.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2465,293.15,0.06,100,1006.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2465,298.15,0.06,100,1005.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2465,303.15,0.06,100,1004.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2465,308.15,0.06,100,1002.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.249,288.15,0.005,100,1006.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.249,293.15,0.005,100,1005.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.249,298.15,0.005,100,1004.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.249,303.15,0.005,100,1002.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.249,308.15,0.005,100,1001.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2984,288.15,0.005,100,1007.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2984,293.15,0.005,100,1006.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2984,298.15,0.005,100,1005.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2984,303.15,0.005,100,1004.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2984,308.15,0.005,100,1002.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2993,288.15,0.02,100,1008.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2993,293.15,0.02,100,1007.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2993,298.15,0.02,100,1006,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2993,303.15,0.02,100,1004.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
