setid,"Temperature, K","Solvent: MolaLity of 1-cetylpyridinium salicylate, mol/kg","MolaLity of L-valine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sZcWv,293.15,0.01,0.14989,101,1002.4,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0,101,997.2,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.04393,101,998.4,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.05925,101,998.8,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.07458,101,999.2,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.08882,101,999.6,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.10328,101,999.9,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.11823,101,1000.3,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.1336,101,1000.7,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,298.15,0.01,0.14989,101,1001.1,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0,101,995.8,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.04393,101,997,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.05925,101,997.4,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.07458,101,997.8,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.08882,101,998.1,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.10328,101,998.5,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.11823,101,998.9,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.1336,101,999.3,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,303.15,0.01,0.14989,101,999.7,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0,101,994.2,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.04393,101,995.4,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.05925,101,995.7,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.07458,101,996.1,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.08882,101,996.5,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.10328,101,996.9,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.11823,101,997.2,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.1336,101,997.6,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
sZcWv,308.15,0.01,0.14989,101,998,Yan et al. (2021b),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
