setid,"Solvent: MolaLity of N-methyl-2-oxopyrrolidinium formate, mol/kg","Temperature, K","MolaLity of D-xylose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yvbzl,0,318.15,0.13761,100,997.518,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0,318.15,0.15007,100,998.164,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0,318.15,0.16984,100,999.183,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0,318.15,0.1873,100,1000.08,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,288.15,0.04781,100,1003.63,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,288.15,0.06786,100,1004.78,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,288.15,0.09381,100,1006.26,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,288.15,0.1185,100,1007.65,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,288.15,0.13285,100,1008.46,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,288.15,0.15296,100,1009.58,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,288.15,0.17423,100,1010.76,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,298.15,0.04781,100,1001.42,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,298.15,0.06786,100,1002.56,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,298.15,0.09381,100,1004.01,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,298.15,0.1185,100,1005.39,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,298.15,0.13285,100,1006.19,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,298.15,0.15296,100,1007.3,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,298.15,0.17423,100,1008.47,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,308.15,0.04781,100,998.259,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,308.15,0.06786,100,999.375,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,308.15,0.09381,100,1000.81,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,308.15,0.1185,100,1002.17,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,308.15,0.13285,100,1002.96,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,308.15,0.15296,100,1004.05,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,308.15,0.17423,100,1005.2,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,318.15,0.04781,100,994.28,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,318.15,0.06786,100,995.379,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,318.15,0.09381,100,996.794,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,318.15,0.1185,100,998.129,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,318.15,0.13285,100,998.903,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,318.15,0.15296,100,999.98,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.1,318.15,0.17423,100,1001.11,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,288.15,0.05386,100,1004.74,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,288.15,0.0677,100,1005.53,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,288.15,0.08998,100,1006.8,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,288.15,0.10553,100,1007.67,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,288.15,0.12088,100,1008.54,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,288.15,0.15568,100,1010.48,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,288.15,0.1851,100,1012.11,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,298.15,0.05386,100,1002.46,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,298.15,0.0677,100,1003.24,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,298.15,0.08998,100,1004.48,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,298.15,0.10553,100,1005.35,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,298.15,0.12088,100,1006.2,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,298.15,0.15568,100,1008.11,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,298.15,0.1851,100,1009.72,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,308.15,0.05386,100,999.228,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,308.15,0.0677,100,999.995,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,308.15,0.08998,100,1001.23,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,308.15,0.10553,100,1002.08,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,308.15,0.12088,100,1002.91,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,308.15,0.15568,100,1004.81,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,308.15,0.1851,100,1006.39,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,318.15,0.05386,100,995.197,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,318.15,0.0677,100,995.953,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,318.15,0.08998,100,997.166,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,318.15,0.10553,100,998.008,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,318.15,0.12088,100,998.834,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,318.15,0.15568,100,1000.7,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.15,318.15,0.1851,100,1002.26,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,288.15,0.04585,100,1005.02,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,288.15,0.07054,100,1006.42,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,288.15,0.08935,100,1007.47,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,288.15,0.11263,100,1008.76,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,288.15,0.11601,100,1008.95,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,288.15,0.1367,100,1010.09,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,288.15,0.16995,100,1011.91,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,298.15,0.04585,100,1002.68,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,298.15,0.07054,100,1004.05,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,298.15,0.08935,100,1005.08,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,298.15,0.11263,100,1006.36,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,298.15,0.11601,100,1006.54,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
