setid,"Temperature, K","Pressure, kPa","MolaLity of carbon dioxide, mol/kg","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EFyIN,323.15,1223.5,0.599,0.0002047,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,323.15,1721.4,0.87,0.0001966,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,323.15,2204.9,1.131,0.0001897,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,323.15,2697.2,1.397,0.0001832,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,323.15,3198.1,1.707,0.0001762,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,333.15,239.9,0.097,0.0002234,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,333.15,756.2,0.312,0.0002157,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,333.15,1259.5,0.538,0.0002083,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,333.15,1767.4,0.76,0.0002015,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,333.15,2242.8,0.98,0.0001953,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,333.15,2734.2,1.226,0.000189,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,333.15,3236.7,1.474,0.0001831,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,343.15,250.3,0.088,0.0002253,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,343.15,746.9,0.266,0.0002189,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,343.15,1255,0.454,0.0002126,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,343.15,1759,0.66,0.0002063,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,343.15,2265.7,0.86,0.0002004,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,343.15,2732.5,1.072,0.0001946,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
EFyIN,343.15,3216,1.276,0.0001895,Jalili et al. (2017),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
