setid,"Temperature, K","MolaLity of 3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride, mol/kg","Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NxOSm,318.15,0.13029,0.01,100,993.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.13079,0.07,100,993.4,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.13145,0.04,100,993.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.15101,0.01,100,993.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.15203,0.07,100,993.8,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.1523,0.04,100,993.9,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.17098,0.01,100,994.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.17129,0.07,100,994.1,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.17175,0.04,100,994.2,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.19032,0.07,100,994.3,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.19142,0.01,100,994.7,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NxOSm,318.15,0.19354,0.04,100,994.5,Singh et al. (2023a),Density,Liquid,ABFiAD,[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
