setid,Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cbtVE,0.2001,303.15,100,1181.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.2001,308.15,100,1177,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.2001,313.15,100,1172.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.2001,318.15,100,1168,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.2001,323.15,100,1163.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.3054,298.15,100,1213.1,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.3054,303.15,100,1208.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.3054,308.15,100,1204.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.3054,313.15,100,1200,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.3054,318.15,100,1195.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.3054,323.15,100,1191.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.4035,298.15,100,1232.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.4035,303.15,100,1228,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.4035,308.15,100,1223.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.4035,313.15,100,1219.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.4035,318.15,100,1215.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.4035,323.15,100,1211,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.502,298.15,100,1247.9,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.502,303.15,100,1243.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.502,308.15,100,1239.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.502,313.15,100,1235.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.502,318.15,100,1231.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.502,323.15,100,1227,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.6085,298.15,100,1261.9,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.6085,303.15,100,1257.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.6085,308.15,100,1253.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.6085,313.15,100,1249.6,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.6085,318.15,100,1245.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.6085,323.15,100,1241.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.7001,298.15,100,1272.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.7001,303.15,100,1268.2,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.7001,308.15,100,1264.1,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.7001,313.15,100,1260,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.7001,318.15,100,1256,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.7001,323.15,100,1251.9,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.8088,298.15,100,1282.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.8088,303.15,100,1278.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.8088,308.15,100,1274.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.8088,313.15,100,1270.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.8088,318.15,100,1266.8,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.8088,323.15,100,1262.7,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.9004,298.15,100,1290.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.9004,303.15,100,1286.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.9004,308.15,100,1282.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.9004,313.15,100,1278.4,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.9004,318.15,100,1274.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,0.9004,323.15,100,1270.3,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,1,298.15,100,1297.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,1,303.15,100,1293.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,1,308.15,100,1289.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,1,313.15,100,1285.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,1,318.15,100,1281.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
cbtVE,1,323.15,100,1277.5,Fatima et al. (2020b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
