setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uhStN,348.15,0.5,96.7,1020.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,0.632,96.7,1036.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,0.793,96.7,1053.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,0.87,96.7,1060.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,1,96.7,1070.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0,96.7,891.05,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0.155,96.7,946.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0.3,96.7,982.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0.391,96.7,999.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0.5,96.7,1016.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0.632,96.7,1033.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0.793,96.7,1050.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,0.87,96.7,1057.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,353.15,1,96.7,1067.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
