setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JGdYm,298.15,0.0739,100,1053.71,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.1269,100,1069.57,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.1729,100,1081.97,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.2139,100,1092.19,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.2617,100,1103,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.3126,100,1113.46,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.3675,100,1123.66,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.4065,100,1130.25,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.4522,100,1137.39,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.5012,100,1144.48,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.5535,100,1151.4,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.6043,100,1157.56,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.6528,100,1162.95,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.6952,100,1167.32,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.7414,100,1171.75,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.7959,100,1176.56,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.8346,100,1179.72,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.8829,100,1183.42,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,298.15,0.9368,100,1187.22,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.0739,100,1049.52,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.1269,100,1065.75,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.1729,100,1078.43,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.2139,100,1088.77,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.2617,100,1099.8,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.3126,100,1110.47,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.3675,100,1120.87,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.4065,100,1127.65,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.4522,100,1134.99,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.5012,100,1142.23,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.5535,100,1149.29,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.6043,100,1155.55,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.6528,100,1161.04,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.6952,100,1165.48,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.7414,100,1169.97,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.7959,100,1174.83,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.8346,100,1178.02,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.8829,100,1181.71,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,303.15,0.9368,100,1185.49,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.0739,100,1045.27,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.1269,100,1061.84,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.1729,100,1074.79,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.2139,100,1085.35,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.2617,100,1096.74,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.3126,100,1107.63,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.3675,100,1118.24,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.4065,100,1125.13,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.4522,100,1132.59,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.5012,100,1139.93,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.5535,100,1147.07,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.6043,100,1153.39,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.6528,100,1158.92,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.6952,100,1163.37,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.7414,100,1167.86,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.7959,100,1172.62,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.8346,100,1175.8,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.8829,100,1179.48,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
JGdYm,308.15,0.9368,100,1183.24,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
