setid,"Temperature, K","Mole fraction of N,N-dimethylaniline","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VZOwo,298.15,0,100,1299.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.1,100,1270.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.2,100,1251.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.2998,100,1232.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.397,100,1210.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.5045,100,1179.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.5996,100,1148.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.6997,100,1110.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.7994,100,1066.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,0.8945,100,1016.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,298.15,1,100,952.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0,100,1295.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.02,100,1287.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.0501,100,1281.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.1,100,1266.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.1402,100,1259.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.18,100,1253.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.2,100,1247.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.2998,100,1228.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.397,100,1206.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.5045,100,1175.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.5996,100,1144.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.6997,100,1106.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.7994,100,1062.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,0.8945,100,1012.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,303.15,1,100,948.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0,100,1291.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.1,100,1262.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.2,100,1243.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.2998,100,1224.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.397,100,1202.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.5045,100,1171.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.5996,100,1140.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.6997,100,1102.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.7994,100,1058,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,0.8945,100,1008.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,308.15,1,100,944.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0,100,1287.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.1,100,1258.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.2,100,1239.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.2998,100,1220.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.397,100,1198.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.5045,100,1167.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.5996,100,1136.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.6997,100,1098.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.7994,100,1053.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,0.8945,100,1004.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,313.15,1,100,940,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0,100,1283.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.1,100,1254.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.2,100,1235.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.2998,100,1216.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.397,100,1194.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.5045,100,1163.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.5996,100,1132.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.6997,100,1094.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.7994,100,1049.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,0.8945,100,1000.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,318.15,1,100,935.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0,100,1279.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.1,100,1250.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.2,100,1231.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.2998,100,1212.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.397,100,1190.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.5045,100,1160,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.5996,100,1128.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.6997,100,1090.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.7994,100,1045.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,323.15,0.8945,100,996,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
