setid,"Temperature, K",Weight fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sKeQy,298.15,0.7413,101,1156.8,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,298.15,1,101,1202.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,303.15,0,101,1025.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,303.15,0.0986,101,1044,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,303.15,0.2498,101,1069.5,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,303.15,0.4971,101,1111.5,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,303.15,0.7413,101,1153,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,303.15,1,101,1198.8,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,308.15,0,101,1020.8,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,308.15,0.0986,101,1039.7,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,308.15,0.2498,101,1065.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,308.15,0.4971,101,1107.5,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,308.15,0.7413,101,1149.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,308.15,1,101,1195.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,313.15,0,101,1016.3,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,313.15,0.0986,101,1035.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,313.15,0.2498,101,1061.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,313.15,0.4971,101,1103.5,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,313.15,0.7413,101,1145.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,313.15,1,101,1191.7,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,318.15,0,101,1011.9,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,318.15,0.0986,101,1031,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,318.15,0.2498,101,1057,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,318.15,0.4971,101,1099.5,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,318.15,0.7413,101,1141.7,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,318.15,1,101,1188.1,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,323.15,0,101,1007.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,323.15,0.0986,101,1026.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,323.15,0.2498,101,1052.8,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,323.15,0.4971,101,1095.5,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,323.15,0.7413,101,1137.9,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,323.15,1,101,1184.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,328.15,0,101,1002.9,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,328.15,0.0986,101,1022.3,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,328.15,0.2498,101,1048.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,328.15,0.4971,101,1091.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,328.15,0.7413,101,1134.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,328.15,1,101,1181.1,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,333.15,0,101,998.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,333.15,0.0986,101,1018,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,333.15,0.2498,101,1044.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,333.15,0.4971,101,1087.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,333.15,0.7413,101,1130.5,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,333.15,1,101,1177.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,338.15,0,101,993.9,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,338.15,0.0986,101,1013.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,338.15,0.2498,101,1040.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,338.15,0.4971,101,1083.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,338.15,0.7413,101,1126.7,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,338.15,1,101,1174.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,343.15,0,101,989.4,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,343.15,0.0986,101,1009.2,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,343.15,0.2498,101,1036,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,343.15,0.4971,101,1079.6,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,343.15,0.7413,101,1123,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
sKeQy,343.15,1,101,1170.7,Ebrahiminejadhasanabadi et al. (2018),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
