setid,"Solvent: MolaLity of tetradecylpyridinium DL-mandelate, mol/kg","Temperature, K","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
afIsz,0.01,298.15,0,101,997.34,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.03982,101,999.57,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.05934,101,1000.65,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.07934,101,1001.75,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.09889,101,1002.82,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.11868,101,1003.9,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.13835,101,1004.97,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.15824,101,1006.05,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.17801,101,1007.11,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,298.15,0.20005,101,1008.27,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0,101,995.95,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0.05934,101,999.23,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0.09889,101,1001.39,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0.11868,101,1002.46,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0.13835,101,1003.52,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0.15824,101,1004.59,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0.17801,101,1005.64,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,303.15,0.20005,101,1006.81,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0,101,994.34,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0.05934,101,997.59,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0.09889,101,999.73,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0.11868,101,1000.79,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0.13835,101,1001.84,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0.15824,101,1002.9,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0.17801,101,1003.95,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.01,308.15,0.20005,101,1005.11,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0,101,998.92,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.01878,101,999.98,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.03923,101,1001.13,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.05961,101,1002.27,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.07931,101,1003.37,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.09891,101,1004.45,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.11869,101,1005.54,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.13838,101,1006.62,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.15849,101,1007.71,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.1783,101,1008.78,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,293.15,0.20001,101,1009.94,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0,101,997.71,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.01878,101,998.76,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.03923,101,999.9,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.05961,101,1001.03,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.07931,101,1002.12,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.09891,101,1003.19,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.11869,101,1004.27,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.13838,101,1005.34,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.15849,101,1006.42,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.1783,101,1007.48,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,298.15,0.20001,101,1008.63,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0,101,996.31,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.03923,101,998.48,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.05961,101,999.6,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.09891,101,1001.74,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.11868,101,1002.81,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.13838,101,1003.87,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.15849,101,1004.93,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.1783,101,1005.99,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,303.15,0.20001,101,1007.14,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0,101,994.63,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.03923,101,996.78,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.05961,101,997.89,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.07931,101,998.96,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.09891,101,1000.02,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.11869,101,1001.14,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.15849,101,1003.22,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.1783,101,1004.28,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
afIsz,0.03,308.15,0.20001,101,1005.43,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
