setid,"Temperature, K","MolaLity of warfarin sodium, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wjQXI,303.15,0.15,101,1007.48,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.176,101,1009.57,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.2,101,1011.47,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.225,101,1013.56,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.25,101,1015.65,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.275,101,1017.69,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.3,101,1019.77,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.325,101,1021.79,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.35,101,1023.81,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.375,101,1025.71,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,303.15,0.3999,101,1027.67,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.00576,101,992.687,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.00695,101,992.784,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.00759,101,992.836,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.00857,101,992.916,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.00988,101,993.022,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.0241,101,994.171,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.047,101,995.977,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.0719,101,997.928,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.0984,101,999.945,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.125,101,1001.91,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.15,101,1003.72,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.176,101,1005.74,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.2,101,1007.59,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.225,101,1009.61,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.25,101,1011.64,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.275,101,1013.62,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.3,101,1015.64,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.325,101,1017.6,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.35,101,1019.56,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.375,101,1021.4,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,313.15,0.4009,101,1023.31,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.00585,101,988.498,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.00702,101,988.591,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.00767,101,988.642,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.0087,101,988.722,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.01001,101,988.824,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.0243,101,989.947,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.0469,101,991.708,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.072,101,993.609,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.0985,101,995.582,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.125,101,997.493,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.15,101,999.248,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.1765,101,1001.22,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.2,101,1003.02,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.225,101,1004.99,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.25,101,1006.96,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.275,101,1008.89,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.3,101,1010.86,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.325,101,1012.77,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.35,101,1014.68,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.375,101,1016.47,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
wjQXI,323.15,0.4021,101,1018.32,Cheema et al. (2007),Density,Liquid,ABLbdB,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],warfarin sodium,AADYJk,O,water,,,
