setid,"Solvent: MolaLity of cetylpyridinium DL-mandelate, mol/kg","Temperature, K","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bsQsy,0.01,303.15,0.05852,101,999.11,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,303.15,0.07887,101,1000.23,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,303.15,0.09843,101,1001.29,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,303.15,0.1177,101,1002.34,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,303.15,0.13781,101,1003.43,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,303.15,0.15771,101,1004.5,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,303.15,0.1776,101,1005.57,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,303.15,0.19879,101,1006.7,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0,101,994.24,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.0395,101,996.41,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.05852,101,997.45,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.07887,101,998.56,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.1177,101,1000.66,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.13781,101,1001.74,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.15771,101,1002.81,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.1776,101,1003.87,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.01,308.15,0.19879,101,1005,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0,101,998.86,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.01964,101,999.97,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.0589,101,1002.17,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.07866,101,1003.27,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.09903,101,1004.4,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.11856,101,1005.48,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.13884,101,1006.59,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.15922,101,1007.7,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.17947,101,1008.8,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,293.15,0.19999,101,1009.91,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0,101,997.56,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.01964,101,998.75,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.03951,101,999.86,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.07866,101,1002.03,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.09903,101,1003.15,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.11856,101,1004.21,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.13884,101,1005.31,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.15922,101,1006.41,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.17947,101,1007.49,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,298.15,0.19999,101,1008.59,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0,101,996.18,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.01964,101,997.27,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.03951,101,998.37,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.07866,101,1000.52,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.09903,101,1001.63,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.11856,101,1002.69,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.15922,101,1004.88,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.17947,101,1005.96,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,303.15,0.19999,101,1007.05,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0,101,994.54,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0.01964,101,995.62,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0.07866,101,998.84,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0.09903,101,999.94,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0.11856,101,1000.99,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0.13884,101,1002.08,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0.17947,101,1004.24,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
bsQsy,0.03,308.15,0.19999,101,1005.33,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
