setid,"Temperature, K","Pressure, kPa","MolaLity of 1-ethyl-3-methylimidazolium ethyl sulfate, mol/kg",Solvent: Mole fraction of choline chloride,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
doyUY,308.15,87.1,0.0802,0.333,1193,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,308.15,87.1,0.1025,0.333,1194,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,308.15,87.1,0.1294,0.333,1194,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,308.15,87.1,0.1601,0.333,1194,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,308.15,87.1,0.2079,0.333,1194,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,313.15,87.1,0,0.333,1189,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,313.15,87.1,0.0347,0.333,1190,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,313.15,87.1,0.0802,0.333,1191,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,313.15,87.1,0.1025,0.333,1191,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,313.15,87.1,0.1294,0.333,1191,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,313.15,87.1,0.1601,0.333,1191,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,313.15,87.1,0.2079,0.333,1192,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,318.15,87.1,0,0.333,1186,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,318.15,87.1,0.0347,0.333,1187,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,318.15,87.1,0.0802,0.333,1188,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,318.15,87.1,0.1025,0.333,1188,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,318.15,87.1,0.1294,0.333,1188,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,318.15,87.1,0.1601,0.333,1189,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
doyUY,318.15,87.1,0.2079,0.333,1189,Shekaari et al. (2020b),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcjF,NC(N)=O,urea
