setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of N-methylpyrrolidone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sUFNo,293.15,0.6037,0.2086,100,1239.16,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,293.15,0.6253,0.1925,100,1242.71,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,293.15,0.6475,0.1756,100,1246.23,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,293.15,0.6639,0.1634,100,1248.73,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,293.15,0.6859,0.1447,100,1252.08,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,293.15,0.7034,0.1326,100,1254.51,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,293.15,0.7258,0.1247,100,1257.14,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,293.15,0.7427,0.1149,100,1259.25,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.1032,0.6024,100,1098.52,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.1227,0.5874,100,1106.47,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.1475,0.5684,100,1115.98,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.1642,0.5563,100,1122.19,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.1827,0.5429,100,1128.9,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.2039,0.5246,100,1136.55,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.2258,0.5046,100,1144.24,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.2435,0.4925,100,1149.95,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.2678,0.4734,100,1157.68,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.2809,0.4658,100,1161.52,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.2997,0.4479,100,1167.37,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.3126,0.4369,100,1171.18,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.3352,0.4156,100,1177.79,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.3543,0.4005,100,1182.96,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.3759,0.3865,100,1188.4,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.3927,0.3762,100,1192.44,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.4126,0.3574,100,1197.5,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.4322,0.3395,100,1202.27,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.4589,0.3194,100,1208.22,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.4698,0.3096,100,1210.66,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.4862,0.2959,100,1214.18,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.5024,0.2849,100,1217.4,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.5279,0.2645,100,1222.45,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.5424,0.2515,100,1225.3,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.5687,0.2326,100,1230,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.5874,0.2216,100,1233.08,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.6037,0.2086,100,1235.85,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.6253,0.1925,100,1239.45,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.6475,0.1756,100,1242.93,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.6639,0.1634,100,1245.34,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.6859,0.1447,100,1248.69,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.7034,0.1326,100,1251.07,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.7258,0.1247,100,1253.59,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,298.15,0.7427,0.1149,100,1255.74,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.1032,0.6024,100,1094.76,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.1227,0.5874,100,1102.82,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.1475,0.5684,100,1112.66,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.1642,0.5563,100,1119,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.1827,0.5429,100,1125.81,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.2039,0.5246,100,1133.56,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.2258,0.5046,100,1141.36,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.2435,0.4925,100,1147.13,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.2678,0.4734,100,1154.95,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.2809,0.4658,100,1158.83,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.2997,0.4479,100,1164.74,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.3126,0.4369,100,1168.59,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.3352,0.4156,100,1175.26,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.3543,0.4005,100,1180.49,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
sUFNo,303.15,0.3759,0.3865,100,1185.97,Darolia et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
