setid,"Temperature, K","MolaLity of N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jJyFg,303.15,0.089,101,1001.59,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0.1,101,1002.31,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0,101,994.1,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.01958,101,995.39,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.0289,101,996,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.03921,101,996.68,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.04897,101,997.32,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.0588,101,997.96,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.069,101,998.63,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.0791,101,999.28,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.089,101,999.92,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,308.15,0.1,101,1000.63,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
