setid,"Temperature, K","Solvent: MolaLity of 1-cetylpyridinium salicylate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FXPcC,303.15,0.005,0.05595,101,997.53,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,303.15,0.005,0.07581,101,998.15,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,303.15,0.005,0.09472,101,998.74,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,303.15,0.005,0.11536,101,999.39,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,303.15,0.005,0.1331,101,999.94,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,303.15,0.005,0.15174,101,1000.52,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,303.15,0.005,0.17105,101,1001.11,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,303.15,0.005,0.19241,101,1001.76,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0,101,994.13,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.01935,101,994.74,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.03822,101,995.33,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.05595,101,995.88,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.07581,101,996.5,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.09472,101,997.08,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.11536,101,997.72,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.1331,101,998.27,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.15174,101,998.84,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.17105,101,999.43,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
FXPcC,308.15,0.005,0.19241,101,1000.07,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
