setid,"Solvent: MolaLity of tetradecylpyridinium DL-mandelate, mol/kg","Temperature, K","MolaLity of L-valine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qgCRY,0.01,298.15,0.13464,101,1000.89,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,298.15,0.15004,101,1001.29,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0,101,995.96,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0.05942,101,997.53,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0.07441,101,997.92,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0.08945,101,998.31,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0.10415,101,998.69,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0.11906,101,999.07,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0.13464,101,999.46,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,303.15,0.15004,101,999.85,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0,101,994.33,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0.01481,101,994.72,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0.04466,101,995.5,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0.07441,101,996.27,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0.10415,101,997.03,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0.11906,101,997.41,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0.13464,101,997.8,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.01,308.15,0.15004,101,998.19,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0,101,998.92,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.01464,101,999.32,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.02955,101,999.72,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.04476,101,1000.13,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.05942,101,1000.52,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.07434,101,1000.92,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.08923,101,1001.31,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.10405,101,1001.7,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.11897,101,1002.09,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.13343,101,1002.46,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,293.15,0.14995,101,1002.88,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0,101,997.72,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.01464,101,998.11,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.02955,101,998.51,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.04476,101,998.92,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.05942,101,999.3,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.07434,101,999.69,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.08923,101,1000.08,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.10405,101,1000.46,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.11897,101,1000.84,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.13343,101,1001.21,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,298.15,0.14995,101,1001.63,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0,101,996.3,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.01464,101,996.69,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.02955,101,997.08,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.04476,101,997.48,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.05942,101,997.86,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.07434,101,998.25,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.08923,101,998.63,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.10405,101,999.01,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.11897,101,999.39,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.13343,101,999.75,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,303.15,0.14995,101,1000.16,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0,101,994.65,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.04476,101,995.82,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.05942,101,996.2,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.07434,101,996.58,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.08923,101,996.96,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.10405,101,997.34,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.11897,101,997.72,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.13343,101,998.08,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
qgCRY,0.03,308.15,0.14995,101,998.5,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
