setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pEMFN,298.15,0.06107,101.3,803.42,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,298.15,0.0753,101.3,803.6,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,298.15,0.10085,101.3,803.65,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0,101.3,795.7,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.00498,101.3,796.08,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.01105,101.3,796.46,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.02056,101.3,796.97,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.03052,101.3,797.4,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.04024,101.3,797.73,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.0517,101.3,798.04,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.06107,101.3,798.23,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.0753,101.3,798.42,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,303.15,0.10085,101.3,798.5,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0,101.3,790.38,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.00498,101.3,790.74,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.01105,101.3,791.13,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.02056,101.3,791.64,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.03052,101.3,792.08,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.04024,101.3,792.42,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.0517,101.3,792.73,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.06107,101.3,792.93,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.0753,101.3,793.12,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,308.15,0.10085,101.3,793.22,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0,101.3,785.05,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.00498,101.3,785.4,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.01105,101.3,785.81,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.02056,101.3,786.32,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.03052,101.3,786.76,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.04024,101.3,787.1,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.0517,101.3,787.41,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.06107,101.3,787.61,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.0753,101.3,787.81,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
pEMFN,313.15,0.10085,101.3,787.9,Tomas et al. (2023),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
