setid,"Temperature, K",Mole fraction of tributylmethylphosphonium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yomGI,303.15,0.8837,100,1050.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,303.15,0.9362,100,1053.1,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,303.15,1,100,1055.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0,100,935.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.0474,100,958.4,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.0765,100,968.4,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.1106,100,978.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.1508,100,987.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.1991,100,996,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.2582,100,1003.9,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.3321,100,1010.8,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.4272,100,1019,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.5542,100,1028.8,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.6717,100,1036.3,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.7768,100,1041.8,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.8253,100,1044.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.8837,100,1047.7,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,0.9362,100,1050.1,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,308.15,1,100,1052.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0,100,931.1,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.0474,100,954.7,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.0765,100,964.9,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.1106,100,975,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.1508,100,984,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.1991,100,993,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.2582,100,1000.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.3321,100,1007.9,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.4272,100,1016,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.5542,100,1025.7,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.6717,100,1033.4,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.7768,100,1039.2,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.8253,100,1041.8,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.8837,100,1044.7,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,0.9362,100,1047.1,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,313.15,1,100,1049.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0,100,926.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.0474,100,950.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.0765,100,961,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.1106,100,971.4,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.1508,100,980.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.1991,100,989.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.2582,100,997.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.3321,100,1005.3,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.4272,100,1013.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.5542,100,1022.7,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.6717,100,1030.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.7768,100,1036.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.8253,100,1039,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.8837,100,1041.7,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,0.9362,100,1044.2,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,318.15,1,100,1046.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0,100,920,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.0474,100,945.8,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.0765,100,956.2,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.1106,100,966.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.1508,100,976.3,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.1991,100,985.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.2582,100,994,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.3321,100,1001.8,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.4272,100,1010.3,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.5542,100,1019.6,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
yomGI,323.15,0.6717,100,1027.5,Umapathi et al. (2019),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AAOCWD,CN(C)C=O,dimethylformamide,,,
