setid,"Temperature, K","Solvent: MolaLity of 1-cetylpyridinium salicylate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CiRGu,298.15,0.01,0.11952,101,1001.01,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,298.15,0.01,0.14006,101,1001.65,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,298.15,0.01,0.15989,101,1002.27,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,298.15,0.01,0.17657,101,1002.78,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,298.15,0.01,0.20006,101,1003.51,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0,101,995.82,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.05905,101,997.69,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.07944,101,998.33,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.09889,101,998.94,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.11952,101,999.58,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.14006,101,1000.22,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.15989,101,1000.84,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.17657,101,1001.35,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,303.15,0.01,0.20006,101,1002.08,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0,101,994.2,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0.07944,101,996.68,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0.09889,101,997.28,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0.11952,101,997.92,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0.14006,101,998.55,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0.15989,101,999.16,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0.17657,101,999.67,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
CiRGu,308.15,0.01,0.20006,101,1000.39,Yan et al. (2021b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
