setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
STlPk,288.15,0,101.3,811.4,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.00556,101.3,811.92,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.01077,101.3,812.33,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.02016,101.3,812.83,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.03078,101.3,813.16,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.04187,101.3,813.03,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.05048,101.3,812.93,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.06027,101.3,812.63,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.0749,101.3,812.27,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,288.15,0.1005,101.3,810.6,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0,101.3,806.2,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.00556,101.3,806.73,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.01077,101.3,807.15,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.02016,101.3,807.66,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.03078,101.3,808.01,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.04187,101.3,807.89,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.05048,101.3,807.83,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.06027,101.3,807.92,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.0749,101.3,807.18,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,293.15,0.1005,101.3,805.56,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0,101.3,800.98,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.00556,101.3,801.52,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.01077,101.3,801.95,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.02016,101.3,802.48,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.03078,101.3,802.86,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.04187,101.3,802.78,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.05048,101.3,802.74,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.06027,101.3,802.46,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.0749,101.3,802.17,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,298.15,0.1005,101.3,800.53,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0,101.3,795.7,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.00556,101.3,796.24,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.01077,101.3,796.68,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.02016,101.3,797.21,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.03078,101.3,797.57,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.04187,101.3,797.48,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.05048,101.3,797.42,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.06027,101.3,797.53,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.0749,101.3,796.81,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,303.15,0.1005,101.3,795.11,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0,101.3,790.38,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.00556,101.3,790.92,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.01077,101.3,791.34,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.02016,101.3,791.84,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.03078,101.3,792.17,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.04187,101.3,792.03,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.05048,101.3,791.92,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.06027,101.3,791.59,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.0749,101.3,791.19,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,308.15,0.1005,101.3,789.33,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0,101.3,785.05,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.00556,101.3,785.59,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.01077,101.3,786.02,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.02016,101.3,786.52,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.03078,101.3,786.85,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.04187,101.3,786.71,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.05048,101.3,786.61,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.06027,101.3,786.26,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.0749,101.3,785.84,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
STlPk,313.15,0.1005,101.3,784.05,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AANtck,CCC(C)=O,butanone,,,
