setid,"Solvent: MolaLity of tetradecylpyridinium DL-mandelate, mol/kg","Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fIHrV,0.01,298.15,0.04063,101,998.76,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,298.15,0.06069,101,999.4,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,298.15,0.09991,101,1000.64,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,298.15,0.11962,101,1001.26,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,298.15,0.13999,101,1001.9,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,298.15,0.15963,101,1002.51,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,298.15,0.17952,101,1003.12,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,298.15,0.19996,101,1003.75,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0,101,996.07,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0.0798,101,998.6,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0.09991,101,999.23,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0.11962,101,999.85,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0.13999,101,1000.48,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0.15963,101,1001.09,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0.17952,101,1001.7,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,303.15,0.19996,101,1002.33,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0,101,994.43,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0.06069,101,996.33,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0.09991,101,997.55,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0.11962,101,998.16,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0.13999,101,998.79,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0.15963,101,999.39,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0.17952,101,1000,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.01,308.15,0.1999,101,1000.62,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0,101,998.94,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.05947,101,1000.87,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.07963,101,1001.52,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.09923,101,1002.14,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.11905,101,1002.77,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.13959,101,1003.42,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.1587,101,1004.02,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.17865,101,1004.64,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,293.15,0.19999,101,1005.31,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0,101,997.76,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.03946,101,999.03,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.05947,101,999.67,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.07963,101,1000.31,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.09923,101,1000.93,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.11905,101,1001.56,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.13959,101,1002.21,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.1587,101,1002.8,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.17865,101,1003.42,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,298.15,0.19999,101,1004.08,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0,101,996.33,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.03946,101,997.58,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.05947,101,998.21,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.07963,101,998.84,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.09923,101,999.45,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.13959,101,1000.7,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.1587,101,1001.29,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.17865,101,1001.9,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,303.15,0.19999,101,1002.55,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0,101,994.7,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0.05947,101,996.56,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0.09923,101,997.79,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0.11905,101,998.4,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0.13959,101,999.03,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0.15873,101,999.62,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0.17865,101,1000.23,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
fIHrV,0.03,308.15,0.19999,101,1000.88,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
