setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FSbGd,313.15,0,101.3,1246,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,313.15,0.2,101.3,1259,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,313.15,0.4,101.3,1272,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,313.15,0.6,101.3,1285,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,313.15,0.8,101.3,1297,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,313.15,1,101.3,1308,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,318.15,0,101.3,1242,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,318.15,0.2,101.3,1254,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,318.15,0.4,101.3,1268,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,318.15,0.6,101.3,1281,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,318.15,0.8,101.3,1293,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,318.15,1,101.3,1304,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,323.15,0,101.3,1238,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,323.15,0.2,101.3,1250,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,323.15,0.4,101.3,1264,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,323.15,0.6,101.3,1277,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,323.15,0.8,101.3,1289,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,323.15,1,101.3,1300,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,328.15,0,101.3,1234,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,328.15,0.2,101.3,1246,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,328.15,0.4,101.3,1260,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,328.15,0.6,101.3,1273,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,328.15,0.8,101.3,1285,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,328.15,1,101.3,1297,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,333.15,0,101.3,1230,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,333.15,0.2,101.3,1242,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,333.15,0.4,101.3,1256,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,333.15,0.6,101.3,1269,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,333.15,0.8,101.3,1282,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,333.15,1,101.3,1293,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,338.15,0,101.3,1226,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,338.15,0.2,101.3,1238,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,338.15,0.4,101.3,1252,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,338.15,0.6,101.3,1265,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,338.15,0.8,101.3,1278,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,338.15,1,101.3,1289,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,343.15,0,101.3,1222,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
