setid,"Temperature, K","MolaLity of 2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride, mol/kg","Solvent: MolaLity of choline lactate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gxdTJ,288.15,0.1211,0.1,85,1007.28,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,288.15,0.1483,0.3,85,1012.85,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,288.15,0.1492,0.1,85,1008.43,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,288.15,0.1493,0.2,85,1010.12,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,288.15,0.1961,0.3,85,1014.53,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,288.15,0.1997,0.2,85,1011.89,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,288.15,0.2,0.1,85,1010.42,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,288.15,0.2464,0.1,85,1012.23,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.031,0.2,85,1003.35,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.0313,0.3,85,1006.07,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.0593,0.1,85,1002.23,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.0609,0.3,85,1007.09,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.0611,0.2,85,1004.43,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.09,0.3,85,1008.09,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.0906,0.2,85,1005.48,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.0919,0.1,85,1003.47,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1158,0.3,85,1008.95,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1208,0.2,85,1006.54,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1211,0.1,85,1004.59,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1483,0.3,85,1010.03,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1492,0.1,85,1005.65,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1493,0.2,85,1007.55,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1961,0.3,85,1011.6,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.1997,0.2,85,1009.27,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.2,0.1,85,1007.57,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,298.15,0.2464,0.1,85,1009.25,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.031,0.2,85,1000.21,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.0313,0.3,85,1002.83,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.0593,0.1,85,998.75,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.0609,0.3,85,1003.84,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.0611,0.2,85,1001.27,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.09,0.3,85,1004.81,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.0906,0.2,85,1002.28,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.0919,0.1,85,999.935,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1158,0.3,85,1005.66,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1208,0.2,85,1003.32,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1211,0.1,85,1001.01,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1483,0.3,85,1006.73,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1492,0.1,85,1002.03,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1493,0.2,85,1004.28,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1961,0.3,85,1008.25,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.1997,0.2,85,1005.98,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.2,0.1,85,1003.83,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,308.15,0.2464,0.1,85,1005.45,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.031,0.2,85,996.043,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.0313,0.3,85,998.774,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.0593,0.1,85,994.422,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.0609,0.3,85,999.762,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.0611,0.2,85,997.063,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.09,0.3,85,1000.71,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.0906,0.2,85,998.042,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.0919,0.1,85,995.561,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1158,0.3,85,1001.53,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1208,0.2,85,999.063,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1211,0.1,85,996.581,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1483,0.3,85,1002.56,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1492,0.1,85,997.565,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1493,0.2,85,1000,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1961,0.3,85,1004.06,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.1997,0.2,85,1001.62,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.2,0.1,85,999.288,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
gxdTJ,318.15,0.2464,0.1,85,1000.82,Behboudi et al. (2021),Density,Liquid,ABEGoR,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AADYJk,O,water
