setid,"Temperature, K","Solvent: MolaLity of 1-cetylpyridinium salicylate, mol/kg","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LUzwy,303.15,0.01,0.09778,101,1001.19,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.11808,101,1002.29,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.1383,101,1003.39,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.15969,101,1004.54,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.17916,101,1005.59,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.19982,101,1006.69,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0,101,994.18,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.02018,101,995.29,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.0591,101,997.42,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.0784,101,998.47,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.09778,101,999.52,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.11808,101,1000.62,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.1383,101,1001.7,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.15969,101,1002.85,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.17916,101,1003.89,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,308.15,0.01,0.19982,101,1004.99,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
