setid,"Temperature, K",Mole fraction of propylammonium formate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ivNKe,308.15,0.8953,100,993.79,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,308.15,0.9506,100,991.1,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,308.15,1,100,988.1,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.0952,100,1013.87,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.2014,100,1012.45,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.2925,100,1010.48,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.3999,100,1007.77,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.4937,100,1005.26,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.5795,100,1002.76,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.6979,100,998.69,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.8047,100,994.75,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.8953,100,990.94,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,0.9506,100,988.3,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,313.15,1,100,985.4,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.0952,100,1009.73,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.2014,100,1008.39,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.2925,100,1006.52,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.3999,100,1004.03,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.4937,100,1001.72,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.5795,100,999.37,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.6979,100,995.52,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.8047,100,991.81,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.8953,100,988.1,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,0.9506,100,985.52,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,318.15,1,100,982.7,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.0952,100,1005.32,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.2014,100,1004.26,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.2925,100,1002.58,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.3999,100,1000.28,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.4937,100,998.09,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.5795,100,995.89,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.6979,100,992.28,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.8047,100,988.74,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.8953,100,985.27,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,0.9506,100,982.75,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,323.15,1,100,980.1,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.0952,100,1000.98,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.2014,100,1000.1,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.2925,100,998.6,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.3999,100,996.52,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.4937,100,994.55,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.5795,100,992.49,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.6979,100,989.03,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.8047,100,985.71,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.8953,100,982.46,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,0.9506,100,979.99,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,328.15,1,100,977.4,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.0952,100,996.56,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.2014,100,995.93,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.2925,100,994.62,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.3999,100,992.73,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.4937,100,990.91,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.5795,100,989.01,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.6979,100,985.81,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.8047,100,982.69,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.8953,100,979.57,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,0.9506,100,977.23,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
ivNKe,333.15,1,100,974.8,Chhotaray et al. (2016),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate,,,
