setid,Mole fraction of methyl methacrylate,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jiaiD,0.7009,318.15,1130.19,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,323.15,1125.33,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,328.15,1120.46,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,333.15,1115.59,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,343.15,1105.84,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,353.15,1096.08,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,283.15,1109.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,288.15,1103.97,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,293.15,1098.45,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,298.15,1093.72,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,303.15,1088.59,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,308.15,1083.46,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,313.15,1078.32,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,318.15,1073.17,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,323.15,1068.01,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,328.15,1062.85,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,333.15,1057.67,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,343.15,1047.29,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.8003,353.15,1036.87,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,283.15,1042.12,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,288.15,1036.71,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,293.15,1031.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,298.15,1025.87,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,303.15,1020.43,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,308.15,1014.97,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,313.15,1009.49,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,318.15,1004,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,323.15,998.489,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,328.15,992.98,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,333.15,987.485,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,343.15,976.413,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.9007,353.15,965.13,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,283.15,954.802,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,288.15,949.097,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,293.15,943.365,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,298.15,937.615,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,303.15,931.837,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,308.15,926.032,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,313.15,920.185,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,318.15,914.317,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,323.15,908.405,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,328.15,902.468,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,333.15,896.479,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,343.15,884.418,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,1,353.15,872.129,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
