setid,"Solvent: MolaLity of cetylpyridinium DL-mandelate, mol/kg","Temperature, K","MolaLity of L-valine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cpIQq,0.01,298.15,0,101,997.29,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.02935,101,998.08,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.04443,101,998.48,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.05913,101,998.87,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.07435,101,999.27,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.08959,101,999.67,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.10487,101,1000.07,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.1195,101,1000.45,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,298.15,0.13458,101,1000.83,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0,101,995.88,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.02935,101,996.66,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.05913,101,997.44,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.07435,101,997.83,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.08959,101,998.22,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.10487,101,998.61,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.1195,101,998.98,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.13458,101,999.36,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,303.15,0.15,101,999.75,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0,101,994.27,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0.02935,101,995.04,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0.07435,101,996.21,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0.08959,101,996.6,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0.10487,101,996.99,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0.1195,101,997.36,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0.13458,101,997.74,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.01,308.15,0.15,101,998.13,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0,101,998.8,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.03059,101,999.63,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.04478,101,1000.01,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.05976,101,1000.41,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.07448,101,1000.8,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.08904,101,1001.18,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.10429,101,1001.58,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.11875,101,1001.96,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.13394,101,1002.35,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,293.15,0.15009,101,1002.77,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0,101,997.61,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0.05976,101,999.2,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0.07448,101,999.59,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0.08904,101,999.97,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0.10429,101,1000.37,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0.11875,101,1000.74,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0.13394,101,1001.13,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,298.15,0.15009,101,1001.54,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0,101,996.19,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.03059,101,997,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.04478,101,997.37,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.05976,101,997.76,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.07448,101,998.14,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.08904,101,998.51,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.10429,101,998.9,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.11875,101,999.27,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.13394,101,999.65,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,303.15,0.15009,101,1000.05,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0,101,994.53,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0.05976,101,996.08,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0.07448,101,996.46,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0.08904,101,996.83,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0.10429,101,997.22,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0.11875,101,997.58,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0.13394,101,997.96,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
cpIQq,0.03,308.15,0.15009,101,998.36,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water
