setid,"Temperature, K",Solvent: Weight fraction of lithium chloride,"MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DvshM,298.15,0.1035,0.236,87,1069.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1035,0.2694,87,1072,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1035,0.3021,87,1074,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1035,0.3342,87,1076.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0,87,1072.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.0342,87,1075.4,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.0684,87,1078,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.1018,87,1080.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.1366,87,1082.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.1709,87,1085,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.2033,87,1087.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.2361,87,1089.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.2695,87,1091.4,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.3016,87,1093.5,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,298.15,0.1379,0.3343,87,1095.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.0363,87,998.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.0687,87,1000.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.1026,87,1002.5,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.1384,87,1004.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.1716,87,1006.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.2049,87,1008.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.2391,87,1010.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.2718,87,1012.5,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.3034,87,1014.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0,0.3375,87,1016.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0,87,1014.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.0349,87,1017.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.068,87,1019.5,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.1014,87,1021.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.1355,87,1023.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.1675,87,1025.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.2017,87,1028,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.2352,87,1030,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.2672,87,1031.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.3006,87,1033.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0346,0.332,87,1035.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0,87,1033.5,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.0342,87,1036.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.07,87,1038.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.1044,87,1040.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.1355,87,1043,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.1692,87,1045.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.2051,87,1047.4,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.2367,87,1049.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.2675,87,1051.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.3004,87,1053.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.0691,0.3325,87,1055.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0,87,1052.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.0348,87,1055,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.0682,87,1057.4,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.1011,87,1059.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.136,87,1061.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.1696,87,1064,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.2037,87,1066.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.236,87,1068.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.2694,87,1070.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.3021,87,1072.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1035,0.3342,87,1074.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0,87,1071.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.0342,87,1073.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.0684,87,1076.4,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.1018,87,1078.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.1366,87,1081,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.1709,87,1083.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.2033,87,1085.4,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.2361,87,1087.5,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.2695,87,1089.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.3016,87,1091.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,303.15,0.1379,0.3343,87,1093.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.0363,87,996.5,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.0687,87,998.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.1026,87,1000.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.1384,87,1002.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.1716,87,1004.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.2049,87,1006.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.2391,87,1008.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.2718,87,1010.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.3034,87,1012.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0,0.3375,87,1014.2,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0,87,1013.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.0349,87,1015.6,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.068,87,1017.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.1014,87,1020,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.1355,87,1022.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.1675,87,1024.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.2017,87,1026.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.2352,87,1028.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.2672,87,1030,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.3006,87,1031.9,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0346,0.332,87,1033.7,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0691,0,87,1031.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0691,0.0342,87,1034.3,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0691,0.07,87,1036.8,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
DvshM,308.15,0.0691,0.1044,87,1039.1,Rafiee and Frouzesh (2016a),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
