setid,"Solvent: MolaLity of 1-octylpyridinium bromide, mol/kg","MolaLity of glycyl-L-valine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mZEFL,0.03,0.1376,283.15,100,1008.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1376,288.15,100,1007.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1376,293.15,100,1006.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1376,298.15,100,1005.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1376,303.15,100,1004,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1573,278.15,100,1009.9,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1573,283.15,100,1009.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1573,288.15,100,1008.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1573,293.15,100,1007.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1573,298.15,100,1006.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1573,303.15,100,1005,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1764,278.15,100,1011,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1764,283.15,100,1010.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1764,288.15,100,1009.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1764,293.15,100,1008.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1764,298.15,100,1007.4,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1764,303.15,100,1005.9,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1971,278.15,100,1012.1,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1971,283.15,100,1011.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1971,288.15,100,1010.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1971,293.15,100,1009.8,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1971,298.15,100,1008.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.03,0.1971,303.15,100,1007,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0,278.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0,283.15,100,1002.2,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0,288.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0,293.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0,298.15,100,999.4,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0,303.15,100,997.8,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0201,283.15,100,1003.2,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0201,288.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0201,293.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0201,298.15,100,1000.4,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0401,278.15,100,1004.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0401,288.15,100,1003.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0401,298.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0401,303.15,100,999.9,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0598,278.15,100,1005.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0598,283.15,100,1005.3,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0598,288.15,100,1004.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0598,293.15,100,1003.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0598,303.15,100,1000.9,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0796,278.15,100,1006.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0796,283.15,100,1006.4,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0796,288.15,100,1005.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0796,293.15,100,1004.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0796,298.15,100,1003.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0796,303.15,100,1001.9,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0997,278.15,100,1007.8,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0997,283.15,100,1007.4,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0997,288.15,100,1006.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0997,293.15,100,1005.6,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0997,298.15,100,1004.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.0997,303.15,100,1002.9,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.1204,278.15,100,1008.9,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.1204,283.15,100,1008.5,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
mZEFL,0.05,0.1204,293.15,100,1006.7,Yan et al. (2020),Density,Liquid,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
