setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate",Mole fraction of N-methylpyrrolidone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
faEkx,293.15,0.2889,0.4563,100,1127.58,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.3064,0.4409,100,1130.76,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.3258,0.4251,100,1134.08,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.3462,0.4125,100,1137.18,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.3695,0.3952,100,1140.75,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.3853,0.3846,100,1143.01,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.4025,0.3714,100,1145.5,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.4235,0.3587,100,1148.21,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.4458,0.3459,100,1150.94,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.4569,0.3421,100,1152.09,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.4738,0.3264,100,1154.4,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.4963,0.3054,100,1157.38,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.5135,0.2896,100,1159.56,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.5367,0.2751,100,1162,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.5529,0.2653,100,1163.63,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.5739,0.2462,100,1166,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.5944,0.2352,100,1167.8,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.6132,0.2205,100,1169.66,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.6387,0.2064,100,1171.78,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.6527,0.1966,100,1173.02,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.6719,0.1805,100,1174.82,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.6952,0.1632,100,1176.81,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.7146,0.152,100,1178.22,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,293.15,0.7361,0.1352,100,1179.98,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.0752,0.6129,100,1076.56,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.0964,0.6032,100,1082.07,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.1159,0.5879,100,1087.37,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.1329,0.5725,100,1091.95,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.1596,0.5546,100,1098.34,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.1909,0.5327,100,1105.42,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.2154,0.5122,100,1110.87,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.2309,0.4986,100,1114.21,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.2524,0.4822,100,1118.51,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.2761,0.4652,100,1122.94,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.2889,0.4563,100,1125.22,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.3064,0.4409,100,1128.47,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.3258,0.4251,100,1131.85,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.3462,0.4125,100,1134.99,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.3695,0.3952,100,1138.62,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.3853,0.3846,100,1140.95,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.4025,0.3714,100,1143.55,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.4235,0.3587,100,1146.29,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.4458,0.3459,100,1149.02,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.4569,0.3421,100,1150.17,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.4738,0.3264,100,1152.5,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.4963,0.3054,100,1155.49,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.5135,0.2896,100,1157.68,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.5367,0.2751,100,1160.11,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.5529,0.2653,100,1161.73,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.5739,0.2462,100,1164.13,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.5944,0.2352,100,1165.93,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.6132,0.2205,100,1167.79,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.6387,0.2064,100,1169.87,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.6527,0.1966,100,1171.1,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.6719,0.1805,100,1172.87,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.6952,0.1632,100,1174.82,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.7146,0.152,100,1176.2,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,298.15,0.7361,0.1352,100,1177.91,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.0752,0.6129,100,1073,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.0964,0.6032,100,1078.71,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.1159,0.5879,100,1084.18,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.1329,0.5725,100,1088.9,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.1596,0.5546,100,1095.5,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.1909,0.5327,100,1102.92,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.2154,0.5122,100,1108.53,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.2309,0.4986,100,1111.97,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.2524,0.4822,100,1116.38,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.2761,0.4652,100,1120.93,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.2889,0.4563,100,1123.27,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.3064,0.4409,100,1126.59,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.3258,0.4251,100,1130.05,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
