setid,"Solvent: MolaLity of D-ribose, mol/kg","Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iOmuz,0.3,318.15,0.12757,100,1008.74,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,318.15,0.14565,100,1009.57,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,288.15,0.03678,100,1019.25,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,288.15,0.04512,100,1019.63,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,288.15,0.05317,100,1020.01,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,288.15,0.08719,100,1021.58,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,288.15,0.08865,100,1021.67,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,288.15,0.10789,100,1022.56,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,298.15,0.03678,100,1017.94,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,298.15,0.04512,100,1018.34,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,298.15,0.05317,100,1018.71,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,298.15,0.08719,100,1020.28,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,298.15,0.08865,100,1020.37,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,298.15,0.10789,100,1021.27,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,308.15,0.03678,100,1014.61,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,308.15,0.04512,100,1015,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,308.15,0.05317,100,1015.38,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,308.15,0.08719,100,1016.97,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,308.15,0.08865,100,1017.05,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,308.15,0.10789,100,1017.94,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,318.15,0.03678,100,1008.97,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,318.15,0.04512,100,1009.37,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,318.15,0.05317,100,1009.76,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,318.15,0.08719,100,1011.33,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,318.15,0.08865,100,1011.41,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.4,318.15,0.10789,100,1012.33,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
