setid,"Solvent: MolaLity of cetylpyridinium DL-mandelate, mol/kg","Temperature, K","MolaLity of L-leucine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wCcIx,0.01,303.15,0.06975,101,997.52,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,303.15,0.07952,101,997.74,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,303.15,0.08953,101,997.97,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,303.15,0.09997,101,998.2,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0,101,994.25,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0.03978,101,995.17,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0.04951,101,995.39,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0.05946,101,995.61,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0.06975,101,995.84,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0.07952,101,996.05,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0.08953,101,996.27,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.01,308.15,0.09997,101,996.49,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0,101,998.88,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.01977,101,999.37,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.02972,101,999.61,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.03969,101,999.85,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.04967,101,1000.09,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.05991,101,1000.33,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.06958,101,1000.56,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.07748,101,1000.74,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.0898,101,1001.02,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,293.15,0.09994,101,1001.25,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0,101,997.67,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0.01977,101,998.15,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0.03969,101,998.62,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0.04967,101,998.85,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0.05991,101,999.09,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0.06958,101,999.31,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0.07748,101,999.49,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,298.15,0.0898,101,999.77,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0,101,996.22,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0.03969,101,997.16,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0.04967,101,997.39,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0.05991,101,997.63,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0.06958,101,997.85,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0.07748,101,998.03,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0.0898,101,998.31,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,303.15,0.09994,101,998.54,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0,101,994.59,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0.01977,101,995.05,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0.02972,101,995.28,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0.04967,101,995.73,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0.05991,101,995.96,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0.07748,101,996.35,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0.0898,101,996.62,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
wCcIx,0.03,308.15,0.09994,101,996.84,Lv et al. (2023),Density,Liquid,ABjgyO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCCCC)[N+]1=CC=CC=C1,cetylpyridinium DL-mandelate,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AADYJk,O,water
