setid,"Solvent: MolaLity of tetradecylpyridinium DL-mandelate, mol/kg","Temperature, K","MolaLity of (S)-2-aminopropanoic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lYCgk,0.01,298.15,0.0599,101,999.08,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,298.15,0.07943,101,999.64,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,298.15,0.099,101,1000.19,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,298.15,0.11876,101,1000.75,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,298.15,0.13872,101,1001.3,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,298.15,0.15848,101,1001.85,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,298.15,0.17848,101,1002.4,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,298.15,0.19996,101,1002.99,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0,101,995.93,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.0599,101,997.65,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.07943,101,998.2,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.099,101,998.75,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.11876,101,999.3,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.13872,101,999.85,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.15848,101,1000.39,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.17848,101,1000.93,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,303.15,0.19996,101,1001.51,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0,101,994.34,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.0599,101,996.04,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.07943,101,996.59,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.099,101,997.14,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.11876,101,997.69,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.13872,101,998.24,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.15848,101,998.79,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.17848,101,999.34,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.01,308.15,0.19996,101,999.93,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0,101,998.92,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0.07941,101,1001.24,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0.09897,101,1001.79,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0.11909,101,1002.36,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0.13913,101,1002.92,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0.15868,101,1003.46,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0.17824,101,1004,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,293.15,0.20012,101,1004.6,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0,101,997.71,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.03892,101,998.84,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.07941,101,1000.01,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.09897,101,1000.56,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.11909,101,1001.13,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.13913,101,1001.69,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.15868,101,1002.23,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.17824,101,1002.77,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,298.15,0.20012,101,1003.37,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0,101,996.3,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.01975,101,996.87,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.03892,101,997.42,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.05977,101,998.01,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.07941,101,998.57,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.09897,101,999.12,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.11909,101,999.68,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.13913,101,1000.24,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.15868,101,1000.78,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,303.15,0.17824,101,1001.31,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0,101,994.66,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.01975,101,995.2,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.05977,101,996.35,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.07941,101,996.9,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.09897,101,997.45,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.11909,101,998.01,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.13913,101,998.57,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.15868,101,999.11,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.17824,101,999.65,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
lYCgk,0.03,308.15,0.20012,101,1000.25,Lv et al. (2023),Density,Liquid,ABeMeO,C(C(O)C1=CC=CC=C1)(=O)[O-].C(CCCCCCCCCCCCC)[N+]1=CC=CC=C1,tetradecylpyridinium DL-mandelate,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water
