setid,"Solvent: MolaLity of N-methyl-2-oxopyrrolidinium formate, mol/kg","Temperature, K","MolaLity of D-glucose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fYbIX,0.1,298.15,0.07344,100,1003.85,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,298.15,0.0905,100,1005.04,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,298.15,0.11955,100,1007.04,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,298.15,0.13113,100,1007.83,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,298.15,0.15898,100,1009.73,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,298.15,0.21662,100,1013.62,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0,100,995.571,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0.05796,100,999.586,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0.07344,100,1000.64,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0.0905,100,1001.8,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0.11955,100,1003.76,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0.13113,100,1004.54,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0.15898,100,1006.39,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,308.15,0.21662,100,1010.17,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0,100,991.633,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0.05796,100,995.596,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0.07344,100,996.642,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0.0905,100,997.791,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0.11955,100,999.732,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0.13113,100,1000.5,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0.15898,100,1002.34,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.1,318.15,0.21662,100,1006.1,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0,100,1001.64,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0.04688,100,1004.99,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0.06914,100,1006.56,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0.10045,100,1008.75,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0.10366,100,1008.98,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0.10863,100,1009.32,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0.1331,100,1011.02,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,288.15,0.16867,100,1013.46,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0,100,999.401,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0.04688,100,1002.7,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0.06914,100,1004.25,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0.10045,100,1006.41,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0.10366,100,1006.63,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0.10863,100,1006.97,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0.1331,100,1008.64,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,298.15,0.16867,100,1011.05,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0,100,996.217,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0.04688,100,999.46,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0.06914,100,1000.98,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0.10045,100,1003.11,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0.10366,100,1003.33,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0.10863,100,1003.66,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0.1331,100,1005.3,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,308.15,0.16867,100,1007.67,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0,100,992.225,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0.04688,100,995.424,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0.06914,100,996.927,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0.10045,100,999.023,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0.10366,100,999.235,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0.10863,100,999.564,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0.1331,100,1001.18,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.15,318.15,0.16867,100,1003.51,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0,100,1002.42,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0.04597,100,1005.66,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0.06837,100,1007.22,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0.07904,100,1007.97,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0.1107,100,1010.15,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0.12094,100,1010.86,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0.16174,100,1013.64,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,288.15,0.17249,100,1014.37,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0,100,1000.1,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0.04597,100,1003.3,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0.06837,100,1004.84,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0.07904,100,1005.58,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0.1107,100,1007.73,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0.12094,100,1008.42,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0.16174,100,1011.16,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,298.15,0.17249,100,1011.88,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0,100,996.862,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0.04597,100,1000.02,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0.06837,100,1001.54,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0.07904,100,1002.26,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0.1107,100,1004.39,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0.12094,100,1005.07,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0.16174,100,1007.77,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,308.15,0.17249,100,1008.48,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
fYbIX,0.2,318.15,0,100,992.816,Singh et al. (2016b),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
