setid,"Solvent: MolaLity of D-(-)-arabinose, mol/kg","Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FQuJP,0.3,318.15,0.06021,100,1009.04,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,318.15,0.07886,100,1009.85,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,318.15,0.10619,100,1011.03,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,318.15,0.13856,100,1012.42,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,288.15,0.03344,100,1023,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,288.15,0.0355,100,1023.09,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,288.15,0.03942,100,1023.27,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,288.15,0.07428,100,1024.83,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,288.15,0.08646,100,1025.37,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,288.15,0.1215,100,1026.92,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,298.15,0.03344,100,1020.69,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,298.15,0.0355,100,1020.79,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,298.15,0.03942,100,1020.97,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,298.15,0.07428,100,1022.53,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,298.15,0.08646,100,1023.09,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,298.15,0.1215,100,1024.65,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,308.15,0.03344,100,1017.3,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,308.15,0.0355,100,1017.4,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,308.15,0.03942,100,1017.58,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,308.15,0.07428,100,1019.1,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,308.15,0.08646,100,1019.63,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,308.15,0.1215,100,1021.15,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,318.15,0.03344,100,1013.24,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,318.15,0.0355,100,1013.33,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,318.15,0.03942,100,1013.5,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,318.15,0.07428,100,1015,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,318.15,0.08646,100,1015.52,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.4,318.15,0.1215,100,1017.01,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
