setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
KbwIk,308,0.059,101.3,1.391,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,308,0.228,101.3,1.415,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,308,0.375,101.3,1.431,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,308,0.524,101.3,1.444,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,308,0.72,101.3,1.459,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,308,0.874,101.3,1.469,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,308,1,101.3,1.478,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,0,101.3,1.378,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,0.059,101.3,1.389,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,0.228,101.3,1.413,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,0.375,101.3,1.428,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,0.524,101.3,1.442,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,0.72,101.3,1.457,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,0.874,101.3,1.468,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
KbwIk,313,1,101.3,1.476,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,,
