setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
iZnFh,308.2,0.2001,101.3,1.443,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,308.2,0.3009,101.3,1.4625,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,308.2,0.4013,101.3,1.476,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,308.2,0.5007,101.3,1.489,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,308.2,0.602,101.3,1.497,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,308.2,0.7016,101.3,1.502,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,308.2,0.8003,101.3,1.5075,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,308.2,0.9003,101.3,1.5115,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.1009,101.3,1.411,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.2001,101.3,1.4395,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.3009,101.3,1.4605,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.4013,101.3,1.473,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.5007,101.3,1.481,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.602,101.3,1.495,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.7016,101.3,1.4995,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.8003,101.3,1.505,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
iZnFh,318.2,0.9003,101.3,1.51,Ghalami-Choobar and Niaki (2020),Refractive index,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AAIsrh,CCO,ethanol,,,,
