setid,"Temperature, K",Mole fraction of 1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
luGqX,298.15,0.6,100,1.4223,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,298.15,0.7003,100,1.4258,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,298.15,0.7998,100,1.4278,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,298.15,0.9003,100,1.4293,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,298.15,1,100,1.4303,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0,100,1.3384,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.1,100,1.3772,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.2,100,1.3949,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.3,100,1.405,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.4,100,1.413,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.499,100,1.4173,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.6,100,1.4213,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.7003,100,1.4245,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.7998,100,1.4265,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,0.9003,100,1.428,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,303.15,1,100,1.4288,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0,100,1.336,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.1,100,1.3759,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.2,100,1.3938,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.3,100,1.4039,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.4,100,1.412,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.499,100,1.4163,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.6,100,1.4202,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.7003,100,1.4229,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.7998,100,1.4258,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,0.9003,100,1.427,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,308.15,1,100,1.4279,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0,100,1.3341,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.1,100,1.3742,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.2,100,1.3929,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.3,100,1.4025,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.4,100,1.4102,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.499,100,1.4147,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.6,100,1.419,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.7003,100,1.422,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.7998,100,1.4249,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,0.9003,100,1.4257,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,313.15,1,100,1.4262,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0,100,1.3319,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.1,100,1.373,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.2,100,1.3911,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.3,100,1.401,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.4,100,1.4092,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.499,100,1.4135,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.6,100,1.4178,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.7003,100,1.42,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.7998,100,1.4238,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,0.9003,100,1.4242,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
luGqX,318.15,1,100,1.425,Fang et al. (2022),Refractive index,Liquid,ABZdDq,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
