setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NXBaX,313.15,0.1503,101.3,1.45761,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.2215,101.3,1.44916,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.3376,101.3,1.43795,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.4502,101.3,1.42937,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.5654,101.3,1.42237,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.6527,101.3,1.41798,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.7421,101.3,1.41408,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.8295,101.3,1.41074,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.8622,101.3,1.40956,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.9019,101.3,1.4082,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,0.9495,101.3,1.40665,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,313.15,1,101.3,1.40512,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0,101.3,1.47841,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.0494,101.3,1.47018,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.1025,101.3,1.46234,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.1503,101.3,1.45591,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.2215,101.3,1.44752,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.3376,101.3,1.43638,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.4502,101.3,1.42786,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.5654,101.3,1.42089,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.6527,101.3,1.41651,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.7421,101.3,1.41263,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.8295,101.3,1.4093,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.8622,101.3,1.40814,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.9019,101.3,1.40678,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,0.9495,101.3,1.40523,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,318.15,1,101.3,1.40371,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0,101.3,1.47649,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.0494,101.3,1.4684,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.1025,101.3,1.46059,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.1503,101.3,1.45419,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.2215,101.3,1.44588,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.3376,101.3,1.43483,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.4502,101.3,1.42635,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.5654,101.3,1.41943,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.6527,101.3,1.41508,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.7421,101.3,1.41122,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.8295,101.3,1.40791,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.8622,101.3,1.40676,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.9019,101.3,1.40541,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,0.9495,101.3,1.40386,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
NXBaX,323.15,1,101.3,1.40234,Rao et al. (2018),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,,
