setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
RuyVY,298.15,0.7012,101,1.4264,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,298.15,0.7991,101,1.4288,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,298.15,0.8475,101,1.4299,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,298.15,0.8986,101,1.4309,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,298.15,0.948,101,1.4319,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,298.15,1,101,1.4328,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0,101,1.3706,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.0261,101,1.3758,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.0502,101,1.3801,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.1,101,1.3875,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.1499,101,1.3935,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.2003,101,1.3986,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.3001,101,1.4064,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.3997,101,1.4122,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.4991,101,1.4168,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.6003,101,1.4205,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.7012,101,1.4236,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.7991,101,1.4261,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.8475,101,1.4272,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.8986,101,1.4282,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,0.948,101,1.4292,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,308.15,1,101,1.4301,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0,101,1.366,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.0261,101,1.3717,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.0502,101,1.3762,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.1,101,1.384,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.1499,101,1.3903,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.2003,101,1.3955,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.3001,101,1.4034,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.3997,101,1.4093,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.4991,101,1.4139,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.6003,101,1.4176,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.7012,101,1.4207,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.7991,101,1.4233,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.8475,101,1.4244,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.8986,101,1.4255,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,0.948,101,1.4265,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,318.15,1,101,1.4274,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0,101,1.3612,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.0261,101,1.3674,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.0502,101,1.3723,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.1,101,1.3806,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.1499,101,1.3871,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.2003,101,1.3924,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.3001,101,1.4005,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.3997,101,1.4065,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.4991,101,1.4111,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.6003,101,1.4149,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.7012,101,1.418,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.7991,101,1.4205,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.8475,101,1.4216,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.8986,101,1.4228,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,0.948,101,1.4238,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,328.15,1,101,1.4247,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0,101,1.3562,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.0261,101,1.3631,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.0502,101,1.3683,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.1,101,1.377,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.1499,101,1.3838,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.2003,101,1.3893,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.3001,101,1.3975,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.3997,101,1.4035,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.4991,101,1.4082,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.6003,101,1.412,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.7012,101,1.4152,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.7991,101,1.4178,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.8475,101,1.4189,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
RuyVY,338.15,0.8986,101,1.4201,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,,
