setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
lVeNO,298.15,0.8019,101.3,1.44973,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,298.15,0.898,101.3,1.43955,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,298.15,1,101.3,1.4279,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0,101.3,1.54924,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.0947,101.3,1.53195,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.215,101.3,1.51285,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.3143,101.3,1.49963,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.4152,101.3,1.48765,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.51,101.3,1.47745,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.6127,101.3,1.46708,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.7015,101.3,1.4583,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.8019,101.3,1.44845,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,0.898,101.3,1.43825,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,303.15,1,101.3,1.4265,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0,101.3,1.54672,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.0947,101.3,1.52986,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.215,101.3,1.51098,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.3143,101.3,1.49772,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.4152,101.3,1.48588,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.51,101.3,1.4757,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.6127,101.3,1.46542,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.7015,101.3,1.45675,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.8019,101.3,1.44698,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,0.898,101.3,1.43675,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,308.15,1,101.3,1.42497,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0,101.3,1.54422,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.0947,101.3,1.52774,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.215,101.3,1.50926,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.3143,101.3,1.49598,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.4152,101.3,1.48436,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.51,101.3,1.47405,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.6127,101.3,1.464,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.7015,101.3,1.45528,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.8019,101.3,1.44557,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,0.898,101.3,1.43555,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,313.15,1,101.3,1.42368,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0,101.3,1.54169,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.0947,101.3,1.52545,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.215,101.3,1.50732,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.3143,101.3,1.49441,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.4152,101.3,1.48282,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.51,101.3,1.47266,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.6127,101.3,1.46267,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.7015,101.3,1.45405,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.8019,101.3,1.44451,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,0.898,101.3,1.43445,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,318.15,1,101.3,1.42268,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0,101.3,1.53919,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.0947,101.3,1.52335,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.215,101.3,1.50528,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.3143,101.3,1.49264,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.4152,101.3,1.48127,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.51,101.3,1.47109,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.6127,101.3,1.46121,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.7015,101.3,1.45263,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.8019,101.3,1.44305,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
lVeNO,323.15,0.898,101.3,1.43305,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,,
