setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
iphaM,303,0.561,101.3,1.45,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,303,0.702,101.3,1.461,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,303,0.912,101.3,1.476,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,303,1,101.3,1.481,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,0,101.3,1.38,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,0.039,101.3,1.385,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,0.208,101.3,1.408,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,0.382,101.3,1.429,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,0.561,101.3,1.447,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,0.702,101.3,1.459,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,0.912,101.3,1.474,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,308,1,101.3,1.48,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,0,101.3,1.378,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,0.039,101.3,1.382,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,0.208,101.3,1.404,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,0.382,101.3,1.426,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,0.561,101.3,1.444,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,0.702,101.3,1.456,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,0.912,101.3,1.472,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,313,1,101.3,1.479,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
