setid,Mole fraction of 1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZFoyC,0.024,290.207,100,632.8,1.6032,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.025,290.325,100,632.8,1.6028,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.025,290.409,100,632.8,1.6024,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.026,290.487,100,632.8,1.6019,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.026,290.542,100,632.8,1.6017,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.027,290.606,100,632.8,1.6015,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.027,290.662,100,632.8,1.6012,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.028,290.706,100,632.8,1.601,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.028,290.754,100,632.8,1.6007,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.028,290.8,100,632.8,1.6005,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.029,290.846,100,632.8,1.6001,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.03,290.936,100,632.8,1.5994,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.031,290.981,100,632.8,1.599,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.032,291.045,100,632.8,1.5983,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.033,291.092,100,632.8,1.5976,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.034,291.112,100,632.8,1.5972,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.035,291.132,100,632.8,1.5968,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.037,291.161,100,632.8,1.5957,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.038,291.176,100,632.8,1.595,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
