setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ygPLH,318.15,0.1017,101,1.40109,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.2004,101,1.41973,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.3001,101,1.43523,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.3998,101,1.44803,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.4997,101,1.45888,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.5996,101,1.4683,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.6998,101,1.47661,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.8002,101,1.48365,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,0.8991,101,1.48899,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,318.15,1,101,1.49527,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0,101,1.37075,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.1017,101,1.39753,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.2004,101,1.41631,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.3001,101,1.43208,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.3998,101,1.44542,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.4997,101,1.45593,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.5996,101,1.4657,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.6998,101,1.47372,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.8002,101,1.48089,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,0.8991,101,1.48673,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,328.15,1,101,1.49266,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0,101,1.36667,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.1017,101,1.39391,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.2004,101,1.41301,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.3001,101,1.4291,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.3998,101,1.44211,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.4997,101,1.45308,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.5996,101,1.46267,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.6998,101,1.4711,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.8002,101,1.47818,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,0.8991,101,1.48324,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,338.15,1,101,1.48995,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0,101,1.36201,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.1017,101,1.39115,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.2004,101,1.41033,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.3001,101,1.42601,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.3998,101,1.43912,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.4997,101,1.45026,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.5996,101,1.45993,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.6998,101,1.46823,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.8002,101,1.47546,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,0.8991,101,1.4803,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
ygPLH,348.15,1,101,1.48721,Castro et al. (2016a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
