setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
jDHtI,293.15,0.9003,100,1.487,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,293.15,0.9495,100,1.485,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,293.15,1,100,1.48,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0,100,1.528,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.0498,100,1.527,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.1001,100,1.524,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.2027,100,1.517,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.3079,100,1.509,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.4001,100,1.504,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.4994,100,1.499,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.5998,100,1.494,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.6992,100,1.49,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.8,100,1.487,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.9003,100,1.484,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,0.9495,100,1.482,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,303.15,1,100,1.478,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0,100,1.523,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.0498,100,1.523,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.1001,100,1.52,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.2027,100,1.513,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.3079,100,1.506,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.4001,100,1.5,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.4994,100,1.495,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.5998,100,1.491,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.6992,100,1.487,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.8,100,1.484,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.9003,100,1.482,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,0.9495,100,1.479,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,313.15,1,100,1.475,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0,100,1.519,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.0498,100,1.518,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.1001,100,1.516,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.2027,100,1.509,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.3079,100,1.502,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.4001,100,1.497,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.4994,100,1.492,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.5998,100,1.487,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.6992,100,1.484,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.8,100,1.482,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.9003,100,1.479,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,0.9495,100,1.477,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,323.15,1,100,1.472,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0,100,1.514,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.0498,100,1.514,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.1001,100,1.511,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.2027,100,1.505,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.3079,100,1.498,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.4001,100,1.493,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.4994,100,1.488,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.5998,100,1.484,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.6992,100,1.481,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.8,100,1.479,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.9003,100,1.476,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,0.9495,100,1.474,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
jDHtI,333.15,1,100,1.47,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
