setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qvpcd,288.15,0.7705,101.3,1.4708,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,288.15,0.8878,101.3,1.4744,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,288.15,1,101.3,1.4779,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0,101.3,1.3935,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.0424,101.3,1.4022,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.0664,101.3,1.4061,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.0927,101.3,1.4114,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.1873,101.3,1.426,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.272,101.3,1.4355,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.3588,101.3,1.4432,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.4536,101.3,1.4505,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.5695,101.3,1.4585,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.6703,101.3,1.4643,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.7705,101.3,1.4694,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,0.8878,101.3,1.4732,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,293.15,1,101.3,1.4761,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0,101.3,1.3913,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.0424,101.3,1.4019,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.0664,101.3,1.4056,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.0927,101.3,1.4098,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.1873,101.3,1.4242,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.272,101.3,1.4339,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.3588,101.3,1.4415,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.4536,101.3,1.4488,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.5695,101.3,1.4569,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.6703,101.3,1.4624,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.7705,101.3,1.4679,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,0.8878,101.3,1.4719,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,298.15,1,101.3,1.4753,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0,101.3,1.3892,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.0424,101.3,1.3984,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.0664,101.3,1.4029,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.0927,101.3,1.4079,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.1873,101.3,1.423,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.272,101.3,1.4323,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.3588,101.3,1.4402,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.4536,101.3,1.4475,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.5695,101.3,1.4556,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.6703,101.3,1.4615,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.7705,101.3,1.4665,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,0.8878,101.3,1.4704,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,303.15,1,101.3,1.4733,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0,101.3,1.3871,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.0424,101.3,1.3976,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.0664,101.3,1.4016,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.0927,101.3,1.4062,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.1873,101.3,1.4208,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.272,101.3,1.4312,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.3588,101.3,1.4385,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.4536,101.3,1.4463,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.5695,101.3,1.4546,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.6703,101.3,1.4607,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.7705,101.3,1.4655,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,0.8878,101.3,1.4691,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,308.15,1,101.3,1.4727,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0,101.3,1.386,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.0424,101.3,1.3951,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.0664,101.3,1.3992,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.0927,101.3,1.4042,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.1873,101.3,1.4196,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.272,101.3,1.4289,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.3588,101.3,1.4373,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.4536,101.3,1.4446,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.5695,101.3,1.4524,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.6703,101.3,1.4587,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.7705,101.3,1.4634,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,0.8878,101.3,1.4678,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
qvpcd,313.15,1,101.3,1.471,Oriyomi et al. (2020),Refractive index,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
