setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NUwXH,298.15,0.3,101,1.43669,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,298.15,0.4,101,1.45075,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,298.15,0.5001,101,1.46242,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,298.15,0.5998,101,1.47243,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,298.15,0.7,101,1.48131,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,298.15,0.7994,101,1.48861,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,298.15,0.9,101,1.49526,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,298.15,1,101,1.50069,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0,101,1.37093,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.1,101,1.39762,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.2,101,1.42276,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.3,101,1.4336,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.4,101,1.4475,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.5001,101,1.46177,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.5998,101,1.46954,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.7,101,1.4784,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.7994,101,1.48593,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,0.9,101,1.49257,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,308.15,1,101,1.49803,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0,101,1.36643,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.1,101,1.39423,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.2,101,1.41947,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.3,101,1.43066,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.4,101,1.44471,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.5001,101,1.45641,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.5998,101,1.46689,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.7,101,1.47561,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.7994,101,1.48324,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,0.9,101,1.48986,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,318.15,1,101,1.49527,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0,101,1.36173,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.1,101,1.39112,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.2,101,1.41637,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.3,101,1.42763,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.4,101,1.44229,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.5001,101,1.45352,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.5998,101,1.46489,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.7,101,1.47293,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.7994,101,1.48046,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,0.9,101,1.48714,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,328.15,1,101,1.49266,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0,101,1.35682,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.1,101,1.38677,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.2,101,1.41309,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.3,101,1.42464,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.4,101,1.43908,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.5001,101,1.45107,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.5998,101,1.45943,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.7,101,1.47054,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.7994,101,1.47775,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,0.9,101,1.48466,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
NUwXH,338.15,1,101,1.48995,Castro et al. (2016a),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,
