setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wtWml,293.15,1,101.3,1.42923,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0,101.3,1.5695,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.1058,101.3,1.54608,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.2201,101.3,1.52203,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.3079,101.3,1.50583,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.395,101.3,1.49291,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.501,101.3,1.47995,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.6034,101.3,1.46854,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.7024,101.3,1.45946,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.804,101.3,1.44998,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,0.8984,101.3,1.44086,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,298.15,1,101.3,1.4279,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0,101.3,1.56705,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.1058,101.3,1.54426,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.2201,101.3,1.52049,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.3079,101.3,1.50454,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.395,101.3,1.49166,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.501,101.3,1.47876,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.6034,101.3,1.46748,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.7024,101.3,1.45835,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.804,101.3,1.44909,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,0.8984,101.3,1.43974,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,303.15,1,101.3,1.4265,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0,101.3,1.56464,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.1058,101.3,1.54218,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.2201,101.3,1.51882,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.3079,101.3,1.50268,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.395,101.3,1.4901,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.501,101.3,1.47716,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.6034,101.3,1.46639,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.7024,101.3,1.45695,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.804,101.3,1.44796,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,0.8984,101.3,1.43854,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,308.15,1,101.3,1.42497,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0,101.3,1.56226,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.1058,101.3,1.54052,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.2201,101.3,1.51746,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.3079,101.3,1.50181,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.395,101.3,1.48841,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.501,101.3,1.47559,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.6034,101.3,1.46485,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.7024,101.3,1.45589,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.804,101.3,1.44673,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,0.8984,101.3,1.43723,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,313.15,1,101.3,1.42368,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0,101.3,1.55997,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.1058,101.3,1.53842,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.2201,101.3,1.51564,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.3079,101.3,1.50057,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.395,101.3,1.48703,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.501,101.3,1.47402,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.6034,101.3,1.4633,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.7024,101.3,1.45445,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.804,101.3,1.44539,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,0.8984,101.3,1.43646,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,318.15,1,101.3,1.42268,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0,101.3,1.55725,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.1058,101.3,1.53628,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.2201,101.3,1.51384,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.3079,101.3,1.49889,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.395,101.3,1.48558,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.501,101.3,1.47248,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.6034,101.3,1.46181,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.7024,101.3,1.45314,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.804,101.3,1.44427,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,0.8984,101.3,1.43529,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wtWml,323.15,1,101.3,1.42126,Master and Malek (2020),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
