setid,"Temperature, K",Mole fraction of 1-butylpyridinium bis(fluorosulfonyl)amide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
LHIwr,288.15,0.8,101.3,1.4692,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,288.15,1,101.3,1.4742,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,293.15,0,101.3,1.4469,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,293.15,0.2,101.3,1.4527,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,293.15,0.4,101.3,1.4579,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,293.15,0.6,101.3,1.463,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,293.15,0.8,101.3,1.4677,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,293.15,1,101.3,1.4727,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,298.15,0,101.3,1.4454,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,298.15,0.2,101.3,1.4514,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,298.15,0.4,101.3,1.4565,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,298.15,0.6,101.3,1.4616,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,298.15,0.8,101.3,1.4662,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,298.15,1,101.3,1.4712,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,303.15,0,101.3,1.4441,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,303.15,0.2,101.3,1.45,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,303.15,0.4,101.3,1.4551,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,303.15,0.6,101.3,1.4602,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,303.15,0.8,101.3,1.4648,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,303.15,1,101.3,1.4698,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,308.15,0,101.3,1.4427,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,308.15,0.2,101.3,1.4486,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,308.15,0.4,101.3,1.4537,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,308.15,0.6,101.3,1.4588,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,308.15,0.8,101.3,1.4634,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,308.15,1,101.3,1.4683,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,313.15,0,101.3,1.4414,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,313.15,0.2,101.3,1.4473,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,313.15,0.4,101.3,1.4524,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,313.15,0.6,101.3,1.4574,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,313.15,0.8,101.3,1.4619,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,313.15,1,101.3,1.4668,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,318.15,0,101.3,1.4401,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,318.15,0.2,101.3,1.446,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,318.15,0.4,101.3,1.451,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,318.15,0.6,101.3,1.456,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,318.15,0.8,101.3,1.4605,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,318.15,1,101.3,1.4654,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,323.15,0,101.3,1.4388,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,323.15,0.2,101.3,1.4447,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,323.15,0.4,101.3,1.4496,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,323.15,0.6,101.3,1.4546,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,323.15,0.8,101.3,1.459,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,323.15,1,101.3,1.4639,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,328.15,0,101.3,1.4375,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,328.15,0.2,101.3,1.4433,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,328.15,0.4,101.3,1.4483,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,328.15,0.6,101.3,1.4532,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,328.15,0.8,101.3,1.4576,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,328.15,1,101.3,1.4625,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,333.15,0,101.3,1.4363,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,333.15,0.2,101.3,1.4421,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,333.15,0.4,101.3,1.447,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,333.15,0.6,101.3,1.4518,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,333.15,0.8,101.3,1.4562,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,333.15,1,101.3,1.461,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,338.15,0,101.3,1.435,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,338.15,0.2,101.3,1.4408,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,338.15,0.4,101.3,1.4456,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,338.15,0.6,101.3,1.4505,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,338.15,0.8,101.3,1.4548,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,338.15,1,101.3,1.4596,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,343.15,0,101.3,1.4337,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,343.15,0.2,101.3,1.4394,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,343.15,0.4,101.3,1.4443,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,343.15,0.6,101.3,1.4491,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,343.15,0.8,101.3,1.4534,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,343.15,1,101.3,1.4582,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,348.15,0,101.3,1.4324,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
LHIwr,348.15,0.2,101.3,1.4382,Seki et al. (2019),Refractive index,Liquid,ABIrOD,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butylpyridinium bis(fluorosulfonyl)amide,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,,
