setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
nCUmh,298.15,0.4001,100,1.4077,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,298.15,0.5,100,1.4111,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,298.15,0.6,100,1.4137,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,298.15,0.7,100,1.4169,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,298.15,0.7999,100,1.419,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,298.15,0.8999,100,1.42,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,298.15,1,100,1.421,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0,100,1.3384,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.1,100,1.374,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.2,100,1.3914,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.3,100,1.3999,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.4001,100,1.4064,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.5,100,1.4101,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.6,100,1.4124,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.7,100,1.416,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.7999,100,1.417,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,0.8999,100,1.4188,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,303.15,1,100,1.4198,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0,100,1.336,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.1,100,1.3728,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.2,100,1.3904,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.3,100,1.3984,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.4001,100,1.4052,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.5,100,1.409,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.6,100,1.4115,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.7,100,1.4145,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.7999,100,1.416,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,0.8999,100,1.4174,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,308.15,1,100,1.4182,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0,100,1.3341,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.1,100,1.3712,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.2,100,1.3895,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.3,100,1.3968,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.4001,100,1.4038,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.5,100,1.4076,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.6,100,1.4107,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.7,100,1.4131,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.7999,100,1.4143,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,0.8999,100,1.4159,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,313.15,1,100,1.417,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0,100,1.3319,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.1,100,1.3698,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.2,100,1.388,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.3,100,1.3951,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.4001,100,1.4017,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.5,100,1.407,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.6,100,1.4095,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.7,100,1.412,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.7999,100,1.4131,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,0.8999,100,1.4146,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
nCUmh,318.15,1,100,1.4159,Fang et al. (2022),Refractive index,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAHueB,CC#N,acetonitrile,,,,
