setid,"Temperature, K",Mole fraction of water,Mole fraction of 1-ethyl-3-methylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
jndKt,298.2,0.4673,0.299,100,1.493,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,298.2,0.523,0.198,100,1.468,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,298.2,0.5616,0.2473,100,1.4825,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,298.2,0.5938,0.1042,100,1.4415,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,298.2,0.64,0.1494,100,1.4535,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.1895,0.2532,100,1.4765,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.2156,0.1545,100,1.455,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.225,0.3092,100,1.4875,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.261,0.204,100,1.466,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.2986,0.1056,100,1.4415,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.3466,0.2985,100,1.4875,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.3706,0.2551,100,1.478,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.3985,0.2004,100,1.468,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.4208,0.1445,100,1.4515,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.4476,0.1019,100,1.441,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.4669,0.2992,100,1.4915,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.5216,0.1986,100,1.4655,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.5605,0.248,100,1.48,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.5932,0.1044,100,1.44,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,308.2,0.6388,0.1499,100,1.4505,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.1888,0.2534,100,1.4735,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.2141,0.1548,100,1.4525,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.225,0.3092,100,1.485,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.2594,0.2045,100,1.4625,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.2973,0.1058,100,1.4395,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.3457,0.2989,100,1.4855,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.3697,0.2555,100,1.4725,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.3975,0.2007,100,1.463,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.4199,0.1448,100,1.45,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.4466,0.1021,100,1.4375,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.4673,0.299,100,1.488,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.5206,0.199,100,1.464,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.5596,0.2485,100,1.479,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.5923,0.1046,100,1.4355,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
jndKt,318.2,0.638,0.1503,100,1.4495,Ghalami-Choobar and Fallahkar (2019),Refractive index,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,
