setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
nHkuL,307.333,0.082,623.8,1.4193,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.364,0.089,623.8,1.4194,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.39,0.089,623.8,1.4194,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.414,0.09,623.8,1.4194,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.435,0.096,623.8,1.4195,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.452,0.097,623.8,1.4195,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.468,0.097,623.8,1.4195,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.48,0.097,623.8,1.4195,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.49,0.104,623.8,1.4196,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.499,0.104,623.8,1.4196,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.508,0.104,623.8,1.4196,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.516,0.104,623.8,1.4196,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.521,0.111,623.8,1.4197,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.525,0.111,623.8,1.4197,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.528,0.111,623.8,1.4197,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.53,0.117,623.8,1.4198,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
nHkuL,307.534,0.117,623.8,1.4198,Zhang et al. (2015c),Refractive index,Liquid mixture 1,Liquid mixture 2,,41,AAWSDQ,CCCCCCCO,heptan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,
